Invoice_ID,Branch_ID,Product_ID,Customer_type,Gender,Quantity,Tax_5_percent,Total,sales_timestamp,Payment_type,COGS,Gross_margin_percentage,Gross_income,Rating
574-57-9721,2,432,Normal,Male,2,4.327,90.867,2019-03-08 16:53:00,Ewallet,86.54,4.761904762,4.327,5.7
459-50-7686,1,433,Normal,Female,6,7.038,147.798,2019-01-13 19:14:00,Ewallet,140.76,4.761904762,7.038,6.4
616-87-0016,3,434,Normal,Male,7,33.439,702.219,2019-03-09 14:36:00,Credit card,668.78,4.761904762,33.439,9.6
837-55-7229,3,435,Normal,Female,1,2.372,49.812,2019-02-22 18:19:00,Credit card,47.44,4.761904762,2.372,6.8
751-69-0068,2,436,Normal,Male,9,44.658,937.818,2019-03-19 19:09:00,Ewallet,893.16,4.761904762,44.658,9.0
257-73-1380,2,437,Member,Male,4,16.586,348.306,2019-01-20 16:51:00,Ewallet,331.72,4.761904762,16.586,9.6
345-08-4992,1,438,Normal,Male,6,10.197,214.137,2019-03-08 15:37:00,Credit card,203.94,4.761904762,10.197,7.7
549-96-4200,2,439,Member,Male,4,3.408,71.568,2019-03-08 20:15:00,Ewallet,68.16,4.761904762,3.408,7.0
810-60-6344,2,440,Normal,Female,8,16.344,343.224,2019-02-07 14:38:00,Credit card,326.88,4.761904762,16.344,6.5
450-28-2866,2,441,Member,Male,5,4.36,91.56,2019-01-15 19:25:00,Cash,87.2,4.761904762,4.36,8.1
394-30-3170,3,442,Member,Female,8,35.372,742.812,2019-03-22 19:35:00,Credit card,707.44,4.761904762,35.372,4.3
138-17-5109,1,443,Member,Female,9,40.1445,843.0345,2019-01-15 15:42:00,Credit card,802.89,4.761904762,40.1445,6.5
192-98-7397,2,444,Normal,Male,1,0.639,13.419,2019-01-08 14:11:00,Ewallet,12.78,4.761904762,0.639,9.5
301-11-9629,1,445,Normal,Female,7,6.685,140.385,2019-01-15 10:43:00,Cash,133.7,4.761904762,6.685,9.7
390-80-5128,3,446,Member,Female,1,0.9575,20.1075,2019-01-28 17:58:00,Credit card,19.15,4.761904762,0.9575,9.5
235-46-8343,2,447,Member,Male,10,13.83,290.43,2019-02-14 11:26:00,Credit card,276.6,4.761904762,13.83,8.9
453-12-7053,2,448,Normal,Male,3,6.861,144.081,2019-03-10 17:38:00,Credit card,137.22,4.761904762,6.861,6.5
296-11-7041,3,449,Member,Female,1,1.3535,28.4235,2019-01-12 20:07:00,Credit card,27.07,4.761904762,1.3535,5.3
449-27-2918,3,450,Member,Female,1,1.956,41.076,2019-03-26 11:02:00,Credit card,39.12,4.761904762,1.956,9.6
891-01-7034,3,451,Normal,Female,6,22.413,470.673,2019-01-01 19:07:00,Cash,448.26,4.761904762,22.413,6.7
744-09-5786,3,452,Normal,Male,6,6.603,138.663,2019-01-02 18:50:00,Cash,132.06,4.761904762,6.603,7.6
727-17-0390,1,453,Normal,Female,5,15.9025,333.9525,2019-03-16 12:43:00,Ewallet,318.05,4.761904762,15.9025,4.8
568-88-3448,1,454,Normal,Male,1,1.25,26.25,2019-03-03 15:09:00,Ewallet,25.0,4.761904762,1.25,5.5
187-83-5490,1,455,Member,Male,4,4.154,87.234,2019-01-31 13:47:00,Cash,83.08,4.761904762,4.154,4.7
767-54-1907,3,456,Member,Female,5,7.39,155.19,2019-02-13 16:59:00,Cash,147.8,4.761904762,7.39,6.9
710-46-4433,3,457,Member,Female,9,34.83,731.43,2019-02-15 14:15:00,Credit card,696.6,4.761904762,34.83,4.5
533-33-5337,3,458,Normal,Male,10,39.695,833.595,2019-02-07 20:24:00,Cash,793.9,4.761904762,39.695,6.2
325-90-8763,2,459,Member,Female,10,23.285,488.985,2019-01-27 13:58:00,Cash,465.7,4.761904762,23.285,7.6
729-46-7422,2,460,Normal,Male,1,1.7945,37.6845,2019-02-23 16:52:00,Credit card,35.89,4.761904762,1.7945,7.9
639-76-1242,2,461,Normal,Male,5,10.13,212.73,2019-02-03 15:19:00,Cash,202.6,4.761904762,10.13,4.5
234-03-4040,3,462,Member,Female,10,36.525,767.025,2019-03-03 12:25:00,Credit card,730.5,4.761904762,36.525,8.7
326-71-2155,2,463,Normal,Female,4,14.79,310.59,2019-02-03 10:02:00,Cash,295.8,4.761904762,14.79,6.1
320-32-8842,2,464,Member,Female,1,1.131,23.751,2019-03-17 18:58:00,Cash,22.62,4.761904762,1.131,6.4
470-32-9057,1,465,Member,Male,5,12.835,269.535,2019-03-28 15:31:00,Credit card,256.7,4.761904762,12.835,9.1
878-30-2331,2,466,Member,Female,10,27.275,572.775,2019-03-02 11:22:00,Credit card,545.5,4.761904762,27.275,7.1
440-59-5691,2,467,Member,Female,7,13.0025,273.0525,2019-02-08 13:12:00,Credit card,260.05,4.761904762,13.0025,7.7
554-53-3790,3,468,Normal,Male,6,11.106,233.226,2019-03-22 18:33:00,Cash,222.12,4.761904762,11.106,4.5
746-19-0921,2,469,Normal,Male,1,1.079,22.659,2019-02-09 10:02:00,Ewallet,21.58,4.761904762,1.079,7.2
233-34-0817,2,470,Member,Female,1,4.942,103.782,2019-02-15 11:21:00,Cash,98.84,4.761904762,4.942,8.4
767-05-1286,2,471,Member,Female,6,25.131,527.751,2019-01-23 12:10:00,Ewallet,502.62,4.761904762,25.131,5.4
340-21-9136,1,472,Member,Female,4,8.01,168.21,2019-01-25 11:40:00,Cash,160.2,4.761904762,8.01,9.7
405-31-3305,1,473,Member,Male,10,21.565,452.865,2019-02-02 18:31:00,Credit card,431.3,4.761904762,21.565,5.5
731-59-7531,3,474,Member,Male,8,29.028,609.588,2019-03-30 17:58:00,Cash,580.56,4.761904762,29.028,4.6
676-39-6028,1,475,Member,Female,5,16.11,338.31,2019-03-30 17:04:00,Cash,322.2,4.761904762,16.11,6.6
502-05-1910,1,476,Normal,Male,3,9.777,205.317,2019-02-25 20:35:00,Credit card,195.54,4.761904762,9.777,6.3
485-30-8700,1,477,Normal,Female,5,8.315,174.615,2019-03-18 16:10:00,Credit card,166.3,4.761904762,8.315,4.2
598-47-9715,2,478,Normal,Male,4,16.814,353.094,2019-03-07 16:54:00,Ewallet,336.28,4.761904762,16.814,4.4
701-69-8742,3,479,Normal,Male,10,17.185,360.885,2019-03-16 10:11:00,Ewallet,343.7,4.761904762,17.185,6.7
575-67-1508,1,480,Normal,Male,1,1.93,40.53,2019-01-29 11:26:00,Ewallet,38.6,4.761904762,1.93,6.7
541-08-3113,2,481,Normal,Male,8,26.388,554.148,2019-02-02 20:29:00,Cash,527.76,4.761904762,26.388,8.4
246-11-3901,2,482,Normal,Female,10,16.4,344.4,2019-02-15 12:12:00,Cash,328.0,4.761904762,16.4,6.2
674-15-9296,1,483,Normal,Male,5,9.285,194.985,2019-01-08 13:05:00,Ewallet,185.7,4.761904762,9.285,5.0
305-18-3552,3,484,Member,Male,10,30.19,633.99,2019-02-12 16:19:00,Cash,603.8,4.761904762,30.19,6.0
493-65-6248,2,485,Member,Female,10,18.49,388.29,2019-01-01 19:48:00,Credit card,369.8,4.761904762,18.49,7.0
438-01-4015,3,486,Member,Female,4,9.898,207.858,2019-03-21 15:25:00,Ewallet,197.96,4.761904762,9.898,6.6
709-58-4068,3,487,Normal,Female,10,20.545,431.445,2019-02-28 14:42:00,Cash,410.9,4.761904762,20.545,7.3
795-49-7276,1,488,Normal,Male,4,7.43,156.03,2019-03-23 18:59:00,Ewallet,148.6,4.761904762,7.43,8.3
556-72-8512,2,489,Normal,Male,1,1.148,24.108,2019-01-30 20:47:00,Cash,22.96,4.761904762,1.148,4.3
627-95-3243,3,490,Member,Female,9,34.956,734.076,2019-02-04 13:21:00,Ewallet,699.12,4.761904762,34.956,9.8
686-41-0932,3,491,Normal,Female,2,3.47,72.87,2019-03-13 19:48:00,Ewallet,69.4,4.761904762,3.47,8.2
510-09-5628,1,492,Member,Female,10,9.83,206.43,2019-03-15 18:20:00,Credit card,196.6,4.761904762,9.83,7.2
608-04-3797,3,493,Member,Female,8,10.128,212.688,2019-03-05 20:24:00,Ewallet,202.56,4.761904762,10.128,8.7
148-82-2527,2,494,Member,Female,10,6.06,127.26,2019-03-05 13:44:00,Credit card,121.2,4.761904762,6.06,8.4
437-53-3084,3,495,Normal,Male,2,9.989,209.769,2019-02-26 11:48:00,Ewallet,199.78,4.761904762,9.989,7.1
632-32-4574,3,496,Normal,Male,8,30.368,637.728,2019-03-20 14:14:00,Cash,607.36,4.761904762,30.368,5.5
556-97-7101,2,497,Normal,Female,2,6.322,132.762,2019-01-01 15:51:00,Cash,126.44,4.761904762,6.322,8.5
862-59-8517,2,498,Normal,Female,6,27.072,568.512,2019-01-27 11:17:00,Cash,541.44,4.761904762,27.072,6.2
401-18-8016,3,499,Member,Female,1,4.9065,103.0365,2019-01-21 17:36:00,Cash,98.13,4.761904762,4.9065,8.9
420-18-8989,1,500,Member,Female,8,20.608,432.768,2019-02-02 15:47:00,Cash,412.16,4.761904762,20.608,9.6
277-63-2961,3,501,Member,Male,1,3.6985,77.6685,2019-02-03 15:53:00,Credit card,73.97,4.761904762,3.6985,5.4
573-98-8548,2,502,Member,Female,1,1.595,33.495,2019-01-05 12:40:00,Ewallet,31.9,4.761904762,1.595,9.1
620-02-2046,2,503,Normal,Male,2,6.94,145.74,2019-01-27 19:48:00,Ewallet,138.8,4.761904762,6.94,9.0
282-35-2475,3,504,Normal,Female,2,9.331,195.951,2019-03-25 17:53:00,Cash,186.62,4.761904762,9.331,6.3
511-54-3087,3,505,Normal,Male,1,4.4225,92.8725,2019-02-25 16:36:00,Credit card,88.45,4.761904762,4.4225,9.5
726-29-6793,1,506,Member,Male,8,9.672,203.112,2019-01-28 20:54:00,Ewallet,193.44,4.761904762,9.672,9.8
387-49-4215,3,507,Member,Female,3,7.275,152.775,2019-01-08 12:50:00,Cash,145.5,4.761904762,7.275,6.7
862-17-9201,3,508,Normal,Female,6,25.215,529.515,2019-01-29 10:48:00,Credit card,504.3,4.761904762,25.215,7.7
291-21-5991,3,509,Member,Male,5,15.3225,321.7725,2019-03-29 14:28:00,Cash,306.45,4.761904762,15.3225,7.0
602-80-9671,2,510,Member,Female,6,4.785,100.485,2019-02-09 17:15:00,Credit card,95.7,4.761904762,4.785,5.1
347-72-6115,3,511,Member,Female,7,31.759,666.939,2019-01-16 18:03:00,Credit card,635.18,4.761904762,31.759,6.2
209-61-0206,1,512,Normal,Female,5,10.7275,225.2775,2019-01-05 17:29:00,Ewallet,214.55,4.761904762,10.7275,6.1
595-27-4851,1,513,Normal,Female,7,18.998,398.958,2019-01-27 18:05:00,Ewallet,379.96,4.761904762,18.998,9.3
189-52-0236,1,514,Normal,Male,7,34.8425,731.6925,2019-03-14 12:07:00,Cash,696.85,4.761904762,34.8425,7.6
503-07-0930,2,515,Member,Male,7,20.4365,429.1665,2019-02-23 19:49:00,Credit card,408.73,4.761904762,20.4365,8.2
413-20-6708,2,516,Member,Female,1,2.5735,54.0435,2019-03-18 15:52:00,Ewallet,51.47,4.761904762,2.5735,8.5
425-85-2085,3,517,Member,Male,5,13.715,288.015,2019-03-29 16:48:00,Ewallet,274.3,4.761904762,13.715,9.8
521-18-7827,2,518,Member,Male,5,9.8475,206.7975,2019-01-22 20:46:00,Credit card,196.95,4.761904762,9.8475,8.7
220-28-1851,1,519,Normal,Male,2,3.473,72.933,2019-03-01 18:14:00,Ewallet,69.46,4.761904762,3.473,9.7
600-38-9738,2,520,Member,Male,5,17.98,377.58,2019-01-17 15:05:00,Credit card,359.6,4.761904762,17.98,4.3
734-91-1155,3,521,Normal,Female,3,6.8565,143.9865,2019-03-26 10:34:00,Credit card,137.13,4.761904762,6.8565,7.7
451-28-5717,2,522,Member,Female,6,24.951,523.971,2019-03-20 11:23:00,Cash,499.02,4.761904762,24.951,7.3
609-81-8548,1,523,Member,Female,6,11.232,235.872,2019-02-06 13:55:00,Credit card,224.64,4.761904762,11.232,5.9
133-14-7229,2,524,Normal,Male,2,6.287,132.027,2019-01-01 11:43:00,Cash,125.74,4.761904762,6.287,5.0
534-01-4457,1,525,Normal,Male,6,24.513,514.773,2019-01-27 14:36:00,Credit card,490.26,4.761904762,24.513,8.0
719-89-8991,1,526,Member,Female,5,22.8525,479.9025,2019-02-25 16:03:00,Ewallet,457.05,4.761904762,22.8525,7.1
286-62-6248,3,527,Normal,Male,4,7.842,164.682,2019-01-16 20:03:00,Credit card,156.84,4.761904762,7.842,9.0
339-38-9982,3,528,Member,Male,2,5.986,125.706,2019-01-13 14:55:00,Ewallet,119.72,4.761904762,5.986,6.7
827-44-5872,3,529,Member,Female,10,27.18,570.78,2019-02-07 11:28:00,Credit card,543.6,4.761904762,27.18,6.1
827-77-7633,1,530,Normal,Male,9,44.1405,926.9505,2019-02-17 19:41:00,Cash,882.81,4.761904762,44.1405,9.3
287-83-1405,1,531,Normal,Male,6,7.629,160.209,2019-02-12 19:01:00,Ewallet,152.58,4.761904762,7.629,7.0
435-13-4908,1,532,Member,Male,8,34.672,728.112,2019-01-24 18:04:00,Credit card,693.44,4.761904762,34.672,7.2
857-67-9057,3,533,Normal,Male,10,11.475,240.975,2019-02-06 19:20:00,Ewallet,229.5,4.761904762,11.475,8.2
236-27-1144,2,534,Normal,Female,9,7.3395,154.1295,2019-03-26 10:31:00,Ewallet,146.79,4.761904762,7.3395,8.4
892-05-6689,1,535,Normal,Female,5,7.08,148.68,2019-03-11 13:28:00,Ewallet,141.6,4.761904762,7.08,6.2
583-41-4548,2,536,Normal,Male,7,5.8345,122.5245,2019-02-07 11:36:00,Ewallet,116.69,4.761904762,5.8345,7.4
339-12-4827,3,537,Member,Female,1,3.698,77.658,2019-01-05 11:32:00,Credit card,73.96,4.761904762,3.698,5.0
643-38-7867,1,538,Normal,Male,1,4.897,102.837,2019-03-07 11:44:00,Ewallet,97.94,4.761904762,4.897,6.9
308-81-0538,1,539,Normal,Female,4,14.61,306.81,2019-02-25 17:16:00,Credit card,292.2,4.761904762,14.61,4.9
358-88-9262,2,540,Member,Female,6,26.244,551.124,2019-02-01 18:43:00,Ewallet,524.88,4.761904762,26.244,5.1
460-35-4390,1,541,Normal,Male,3,4.602,96.642,2019-01-22 11:00:00,Ewallet,92.04,4.761904762,4.602,9.1
343-87-0864,2,542,Member,Male,1,3.794,79.674,2019-01-03 10:30:00,Credit card,75.88,4.761904762,3.794,7.1
173-50-1108,3,543,Member,Female,4,4.036,84.756,2019-02-13 12:14:00,Credit card,80.72,4.761904762,4.036,5.0
243-47-2663,2,544,Member,Male,6,5.631,118.251,2019-01-28 16:43:00,Credit card,112.62,4.761904762,5.631,5.5
841-18-8232,3,545,Normal,Female,1,3.56,74.76,2019-01-05 20:40:00,Credit card,71.2,4.761904762,3.56,9.2
701-23-5550,3,546,Member,Male,4,7.762,163.002,2019-03-19 13:40:00,Ewallet,155.24,4.761904762,7.762,4.9
647-50-1224,1,547,Normal,Female,10,14.71,308.91,2019-01-12 16:23:00,Ewallet,294.2,4.761904762,14.71,8.9
541-48-8554,1,548,Normal,Male,9,27.4275,575.9775,2019-01-07 12:08:00,Credit card,548.55,4.761904762,27.4275,6.0
539-21-7227,3,549,Normal,Female,5,12.885,270.585,2019-01-26 17:45:00,Cash,257.7,4.761904762,12.885,4.2
213-32-1216,1,550,Normal,Female,6,19.818,416.178,2019-01-23 10:28:00,Cash,396.36,4.761904762,19.818,7.3
747-58-7183,3,551,Normal,Male,3,8.5905,180.4005,2019-02-09 20:31:00,Ewallet,171.81,4.761904762,8.5905,6.5
582-52-8065,3,552,Normal,Female,9,24.4395,513.2295,2019-02-22 10:49:00,Cash,488.79,4.761904762,24.4395,8.9
210-57-1719,3,553,Normal,Female,9,26.208,550.368,2019-02-05 12:34:00,Cash,524.16,4.761904762,26.208,9.7
399-69-4630,2,554,Normal,Male,6,6.663,139.923,2019-03-07 10:23:00,Credit card,133.26,4.761904762,6.663,8.6
134-75-2619,1,555,Member,Male,7,6.762,142.002,2019-03-25 18:51:00,Cash,135.24,4.761904762,6.762,6.9
356-44-8813,3,556,Normal,Male,3,5.622,118.062,2019-01-20 13:45:00,Credit card,112.44,4.761904762,5.622,7.7
198-66-9832,3,557,Member,Female,2,7.204,151.284,2019-02-04 19:38:00,Cash,144.08,4.761904762,7.204,9.5
283-26-5248,2,558,Member,Female,10,49.26,1034.46,2019-01-30 20:23:00,Ewallet,985.2,4.761904762,49.26,4.5
712-39-0363,1,559,Member,Male,6,12.498,262.458,2019-01-02 15:24:00,Ewallet,249.96,4.761904762,12.498,5.6
218-59-9410,1,560,Member,Female,3,10.863,228.123,2019-03-29 16:54:00,Ewallet,217.26,4.761904762,10.863,8.2
174-75-0888,3,561,Normal,Male,9,9.711,203.931,2019-03-14 12:32:00,Cash,194.22,4.761904762,9.711,7.3
866-99-7614,2,562,Normal,Male,10,44.6,936.6,2019-02-11 15:42:00,Credit card,892.0,4.761904762,44.6,4.4
134-54-4720,3,563,Normal,Female,8,16.968,356.328,2019-01-30 13:58:00,Ewallet,339.36,4.761904762,16.968,5.7
760-90-2357,1,564,Member,Male,6,22.353,469.413,2019-03-20 15:08:00,Ewallet,447.06,4.761904762,22.353,5.0
514-37-2845,3,565,Normal,Male,2,9.925,208.425,2019-03-20 13:02:00,Cash,198.5,4.761904762,9.925,9.0
698-98-5964,1,566,Normal,Female,10,40.605,852.705,2019-01-17 13:01:00,Credit card,812.1,4.761904762,40.605,6.3
718-57-9773,2,567,Normal,Female,10,24.665,517.965,2019-02-03 16:40:00,Credit card,493.3,4.761904762,24.665,9.4
651-88-7328,1,568,Normal,Female,9,29.583,621.243,2019-01-01 13:55:00,Cash,591.66,4.761904762,29.583,7.7
241-11-2261,3,569,Normal,Female,7,27.951,586.971,2019-01-10 10:33:00,Credit card,559.02,4.761904762,27.951,5.5
408-26-9866,2,570,Normal,Female,7,25.893,543.753,2019-03-02 16:42:00,Ewallet,517.86,4.761904762,25.893,4.1
834-83-1826,3,571,Member,Female,5,20.51,430.71,2019-02-25 17:16:00,Credit card,410.2,4.761904762,20.51,7.6
343-61-3544,3,572,Member,Male,10,13.335,280.035,2019-01-29 11:48:00,Cash,266.7,4.761904762,13.335,8.6
239-48-4278,1,573,Member,Male,7,3.5455,74.4555,2019-03-10 19:35:00,Ewallet,70.91,4.761904762,3.5455,8.3
355-34-6244,3,574,Normal,Male,2,7.239,152.019,2019-01-13 19:55:00,Credit card,144.78,4.761904762,7.239,8.1
550-84-8664,1,575,Normal,Male,5,21.4775,451.0275,2019-03-22 14:33:00,Credit card,429.55,4.761904762,21.4775,8.6
339-96-8318,3,576,Member,Male,7,28.4585,597.6285,2019-03-01 19:49:00,Ewallet,569.17,4.761904762,28.4585,6.3
458-61-0011,3,577,Normal,Male,4,12.06,253.26,2019-02-20 18:43:00,Cash,241.2,4.761904762,12.06,5.8
592-34-6155,2,578,Normal,Male,4,6.354,133.434,2019-01-14 14:43:00,Ewallet,127.08,4.761904762,6.354,6.2
797-88-0493,1,579,Normal,Female,4,12.854,269.934,2019-03-26 13:54:00,Cash,257.08,4.761904762,12.854,7.7
207-73-1363,3,580,Normal,Male,2,6.951,145.971,2019-03-01 12:15:00,Ewallet,139.02,4.761904762,6.951,8.1
390-31-6381,2,581,Normal,Male,3,4.083,85.743,2019-01-07 12:37:00,Cash,81.66,4.761904762,4.083,7.3
443-82-0585,1,582,Member,Female,4,15.536,326.256,2019-02-01 19:54:00,Cash,310.72,4.761904762,15.536,8.4
339-18-7061,2,583,Member,Female,2,9.298,195.258,2019-02-13 15:06:00,Credit card,185.96,4.761904762,9.298,8.0
359-90-3665,3,584,Member,Female,4,3.616,75.936,2019-01-14 18:03:00,Credit card,72.32,4.761904762,3.616,9.5
375-72-3056,3,585,Normal,Male,3,9.459,198.639,2019-01-19 15:58:00,Ewallet,189.18,4.761904762,9.459,7.0
127-47-6963,1,586,Normal,Male,4,10.342,217.182,2019-03-09 13:53:00,Credit card,206.84,4.761904762,10.342,9.8
278-86-2735,1,587,Normal,Female,3,7.851,164.871,2019-03-27 14:03:00,Cash,157.02,4.761904762,7.851,9.2
695-28-6250,1,588,Normal,Female,5,10.765,226.065,2019-02-04 16:38:00,Ewallet,215.3,4.761904762,10.765,7.7
379-17-6588,2,589,Normal,Male,10,29.805,625.905,2019-03-14 11:07:00,Cash,596.1,4.761904762,29.805,5.3
227-50-3718,1,590,Normal,Male,5,3.655,76.755,2019-03-04 12:23:00,Cash,73.1,4.761904762,3.655,4.4
302-15-2162,2,591,Member,Male,6,13.959,293.139,2019-03-03 10:54:00,Credit card,279.18,4.761904762,13.959,4.3
788-07-8452,2,592,Member,Female,7,8.484,178.164,2019-01-27 17:38:00,Ewallet,169.68,4.761904762,8.484,9.4
560-49-6611,1,593,Member,Female,1,2.279,47.859,2019-02-07 14:13:00,Cash,45.58,4.761904762,2.279,9.8
880-35-0356,1,594,Member,Female,3,11.28,236.88,2019-02-05 11:51:00,Ewallet,225.6,4.761904762,11.28,4.8
585-11-6748,3,595,Member,Male,3,14.52,304.92,2019-03-15 13:05:00,Cash,290.4,4.761904762,14.52,5.3
470-31-3286,3,596,Normal,Male,3,2.223,46.683,2019-03-01 11:30:00,Credit card,44.46,4.761904762,2.223,8.7
152-68-2907,1,597,Normal,Male,3,7.83,164.43,2019-02-15 13:30:00,Credit card,156.6,4.761904762,7.83,9.5
123-35-4896,2,598,Normal,Female,9,20.997,440.937,2019-02-17 19:11:00,Ewallet,419.94,4.761904762,20.997,5.3
258-69-7810,2,599,Normal,Female,5,9.2125,193.4625,2019-01-26 18:53:00,Cash,184.25,4.761904762,9.2125,9.2
334-64-2006,1,600,Member,Female,2,7.032,147.672,2019-03-24 14:22:00,Ewallet,140.64,4.761904762,7.032,9.6
219-61-4139,2,601,Normal,Male,1,4.154,87.234,2019-01-23 17:16:00,Ewallet,83.08,4.761904762,4.154,6.4
881-41-7302,2,602,Normal,Female,1,3.2495,68.2395,2019-01-26 10:06:00,Credit card,64.99,4.761904762,3.2495,4.5
373-09-4567,2,603,Normal,Male,10,38.78,814.38,2019-03-14 20:35:00,Ewallet,775.6,4.761904762,38.78,6.9
642-30-6693,3,604,Normal,Female,6,16.353,343.413,2019-03-17 13:54:00,Ewallet,327.06,4.761904762,16.353,7.8
484-22-8230,2,605,Member,Female,7,18.1615,381.3915,2019-01-08 20:08:00,Cash,363.23,4.761904762,18.1615,4.5
830-58-2383,3,606,Normal,Male,4,6.35,133.35,2019-02-08 15:26:00,Cash,127.0,4.761904762,6.35,8.6
559-98-9873,1,607,Member,Female,7,18.7775,394.3275,2019-02-10 12:56:00,Ewallet,375.55,4.761904762,18.7775,5.2
544-32-5024,2,608,Member,Female,4,9.958,209.118,2019-03-28 19:16:00,Credit card,199.16,4.761904762,9.958,6.4
318-12-0304,1,609,Normal,Male,1,1.5305,32.1405,2019-01-23 12:20:00,Ewallet,30.61,4.761904762,1.5305,5.2
349-97-8902,3,610,Member,Male,2,5.789,121.569,2019-01-17 10:37:00,Ewallet,115.78,4.761904762,5.789,8.9
421-95-9805,1,611,Normal,Female,1,1.448,30.408,2019-02-07 10:18:00,Credit card,28.96,4.761904762,1.448,6.2
277-35-5865,2,612,Member,Female,9,44.5365,935.2665,2019-03-09 11:23:00,Cash,890.73,4.761904762,44.5365,6.7
789-23-8625,3,613,Member,Male,3,13.983,293.643,2019-01-24 11:45:00,Cash,279.66,4.761904762,13.983,7.2
284-54-4231,2,614,Member,Male,1,4.0465,84.9765,2019-01-19 16:08:00,Credit card,80.93,4.761904762,4.0465,9.0
443-59-0061,1,615,Member,Male,10,33.725,708.225,2019-02-03 11:25:00,Ewallet,674.5,4.761904762,33.725,4.2
509-29-3912,1,616,Member,Female,9,17.424,365.904,2019-03-20 12:24:00,Ewallet,348.48,4.761904762,17.424,4.2
327-40-9673,3,617,Member,Male,6,21.78,457.38,2019-01-13 19:51:00,Cash,435.6,4.761904762,21.78,6.9
840-19-2096,2,618,Member,Male,5,21.9775,461.5275,2019-03-14 18:10:00,Ewallet,439.55,4.761904762,21.9775,4.4
828-46-6863,1,619,Member,Male,6,29.559,620.739,2019-01-23 11:22:00,Credit card,591.18,4.761904762,29.559,4.0
641-96-3695,2,620,Member,Female,6,13.038,273.798,2019-02-07 17:55:00,Ewallet,260.76,4.761904762,13.038,8.5
420-97-3340,1,621,Normal,Female,3,10.752,225.792,2019-03-28 15:30:00,Credit card,215.04,4.761904762,10.752,9.2
436-54-4512,1,622,Member,Female,1,4.5805,96.1905,2019-03-20 19:44:00,Cash,91.61,4.761904762,4.5805,9.8
670-79-6321,3,623,Member,Female,7,33.1065,695.2365,2019-01-17 15:27:00,Credit card,662.13,4.761904762,33.1065,4.9
852-62-7105,3,624,Normal,Female,10,41.625,874.125,2019-01-12 11:25:00,Credit card,832.5,4.761904762,41.625,4.4
598-06-7312,3,625,Member,Male,1,4.5675,95.9175,2019-02-16 15:42:00,Cash,91.35,4.761904762,4.5675,6.8
135-13-8269,3,626,Member,Female,2,7.888,165.648,2019-01-26 16:04:00,Cash,157.76,4.761904762,7.888,9.1
816-57-2053,1,627,Normal,Male,2,6.087,127.827,2019-03-09 12:37:00,Ewallet,121.74,4.761904762,6.087,8.7
628-90-8624,3,628,Member,Male,10,41.29,867.09,2019-03-14 14:41:00,Cash,825.8,4.761904762,41.29,5.0
856-66-2701,1,629,Member,Male,3,7.995,167.895,2019-01-25 14:19:00,Ewallet,159.9,4.761904762,7.995,7.5
308-39-1707,1,630,Normal,Female,1,0.6045,12.6945,2019-01-26 18:19:00,Credit card,12.09,4.761904762,0.6045,8.2
149-61-1929,1,631,Normal,Male,10,32.095,673.995,2019-01-19 14:08:00,Credit card,641.9,4.761904762,32.095,6.7
655-07-2265,1,632,Normal,Male,3,11.7465,246.6765,2019-03-05 16:38:00,Ewallet,234.93,4.761904762,11.7465,5.4
589-02-8023,1,633,Member,Male,2,8.377,175.917,2019-01-15 10:54:00,Credit card,167.54,4.761904762,8.377,7.0
420-04-7590,3,634,Normal,Male,3,14.955,314.055,2019-03-18 11:29:00,Ewallet,299.1,4.761904762,14.955,4.7
182-88-2763,3,635,Member,Male,3,11.9865,251.7165,2019-03-20 19:28:00,Credit card,239.73,4.761904762,11.9865,5.0
188-55-0967,3,636,Member,Male,10,33.235,697.935,2019-01-15 15:01:00,Credit card,664.7,4.761904762,33.235,5.0
610-46-4100,1,637,Normal,Male,7,10.1325,212.7825,2019-03-03 20:31:00,Credit card,202.65,4.761904762,10.1325,6.0
318-81-2368,2,638,Normal,Female,1,2.31,48.51,2019-03-19 12:16:00,Cash,46.2,4.761904762,2.31,6.3
364-33-8584,3,639,Member,Female,5,4.4075,92.5575,2019-03-08 15:27:00,Cash,88.15,4.761904762,4.4075,8.5
665-63-9737,3,640,Normal,Male,3,7.863,165.123,2019-02-27 17:36:00,Ewallet,157.26,4.761904762,7.863,7.5
695-09-5146,3,641,Member,Female,3,14.8185,311.1885,2019-02-23 20:00:00,Ewallet,296.37,4.761904762,14.8185,6.4
155-45-3814,2,642,Member,Female,8,35.42,743.82,2019-03-19 15:29:00,Ewallet,708.4,4.761904762,35.42,4.7
794-32-2436,3,643,Member,Male,2,5.567,116.907,2019-03-27 15:08:00,Ewallet,111.34,4.761904762,5.567,6.0
131-15-8856,2,644,Member,Female,8,29.008,609.168,2019-03-30 19:26:00,Credit card,580.16,4.761904762,29.008,4.0
273-84-2164,2,645,Member,Male,5,3.0125,63.2625,2019-02-16 15:53:00,Ewallet,60.25,4.761904762,3.0125,5.5
706-36-6154,1,646,Member,Male,9,8.712,182.952,2019-01-18 18:43:00,Ewallet,174.24,4.761904762,8.712,8.7
778-89-7974,2,647,Normal,Male,6,21.063,442.323,2019-03-30 14:58:00,Cash,421.26,4.761904762,21.063,7.4
